Public ID,Gene,Gene description,sch9/wt,ras2/wt,tor1/wt,,,
YBL002W,HTB2,"One of two nearly identical (see HTB1) histone H2B subtypes required for chromatin assembly and chromosome function, Rad6p-Bre1p-Lge1p mediated ubiquitination regulates transcriptional activation, meiotic DSB formation and H3 methylation",0.3186,0.4892,0.4335,,,
YBL003C,HTA2,"One of two nearly identical (see also HTA1) histone H2A subtypes, core histone required for chromatin assembly and chromosome function, DNA damage-dependent phosphorylation by Mec1p facilitates DNA repair, acetylated by Nat4p ",0.2740,-0.0236,0.2794,,,
YBL004W,UTP20,"Possible snoRNA-binding protein, based on computational analysis of large-scale protein-protein interaction data",-0.2450,-1.0242,-0.3605,,,
YBL005W,PDR3,"Transcriptional activator of the pleiotropic drug resistance network, regulates expression of ATP-binding cassette (ABC) transporters through binding to cis-acting sites known as PDREs (PDR responsive elements)",-0.0444,0.2740,-0.0650,,,
YBL005W-A,---,"TyB Gag-Pol protein, proteolytically processed to make the Gag, RT, PR, and IN proteins that are required for retrotransposition  TyA Gag protein, the main structural constituent of virus-like particles (VLPs)  TyA Gag protein, the main structural constituent of virus-like particles (VLPs)  TyB Gag-Pol protein, proteolytically processed to make the Gag, RT, PR, and IN proteins that are required for retrotransposition  TyB Gag-Pol protein, proteolytically processed to make the Gag, RT, PR, and IN proteins that are required for retrotransposition  TyB Gag-Pol protein, proteolytically processed to make the Gag, RT, PR, and IN proteins that are required for retrotransposition  TyB Gag-Pol protein, proteolytically processed to make the Gag, RT, PR, and IN proteins that are required for retrotransposition  Ty ORF  TyA Gag protein, the main structural constituent of virus-like particles (VLPs)  TyB Gag-Pol protein, proteolytically processed to make the Gag, RT, PR, and IN proteins that are required for retrotransposition  TyB Gag-Pol protein, proteolytically processed to make the Gag, RT, PR, and IN proteins that are required for retrotransposition",-1.1575,-1.1236,-1.3576,,,
YBL006C,LDB7,"Protein of unknown function, null mutant shows a reduced affinity for the alcian blue dye suggesting a decreased net negative charge of the cell surface",0.4286,-0.1610,0.3475,,,
YBL007C,SLA1,"Cytoskeletal protein binding protein required for assembly of the cortical actin cytoskeleton, contains 3 SH3 domains, interacts with proteins regulating actin dynamics and with proteins required for endocytosis",0.2079,0.0595,0.0582,,,
YBL008W,HIR1,"Non-essential transcriptional corepressor involved in the cell cycle-regulated transcription of histone H2A, H2B, H3 and H4 genes, contributes to nucleosome formation, heterochromatic gene silencing, and formation of functional kinetochores",-0.3571,-0.1329,-0.4860,,,
YBL008W-A,---,Identified by fungal homology and RT-PCR,0.0006,-0.0426,0.0417,,,
YBL009W,---,haspin,-0.3853,-0.4776,-0.3329,,,
YBL010C,---,Hypothetical protein,-0.5128,-1.0408,-0.3978,,,
YBL011W,SCT1,"Glycerol 3-phosphatedihydroxyacetone phosphate dual substrate-specific sn-1 acyltransferase of the glycerolipid biosynthesis pathway, prefers 16-carbon fatty acids, similar to Gpt2p, gene is constitutively transcribed",-0.4983,-0.6630,-0.5559,,,
YBL013W,FMT1,"Methionyl-tRNA formyltransferase, catalyzes the formylation of initiator Met-tRNA in mitochondria, potential Cdc28p substrate",-0.2057,0.1506,-0.3318,,,
YBL014C,RRN6,"involved in the transcription of 35S rRNA genes by RNA polymerase I, member of yeast Pol I core factor (CF) also composed of Rrn11p, Rrn7p and TATA-binding protein",-0.1102,-0.2349,-0.2499,,,
YBL015W,ACH1,"Acetyl-coA hydrolase, primarily localized to mitochondria, required for acetate utilization and for diploid pseudohyphal growth",-0.4609,-0.4615,-0.4748,,,
YBL016W,FUS3,"Mitogen-activated protein kinase involved in mating pheromone response, activated by phoshporylation by Ste7p, provides specificity during the mating vs. filamentous growth response by phosphorylating transcriptional and cytoplasmic targets",0.4839,0.0291,0.2426,,,
YBL017C,PEP1,"Type I transmembrane sorting receptor for multiple vacuolar hydrolases, cycles between the late-Golgi and prevacuolar endosome-like compartments",0.1770,-0.3626,0.0913,,,
YBL018C,POP8,"Subunit of both RNase MRP, which cleaves pre-rRNA, and nuclear RNase P, which cleaves tRNA precursors to generate mature 5 ends",-0.4170,-0.8943,-0.4160,,,
YBL019W,APN2,"Class II abasic (AP) endonuclease involved in repair of DNA damage, homolog of human HAP1 and E. coli exoIII",0.3924,0.2163,0.4111,,,
YBL020W,RFT1,"Flippase, essential integral membrane protein that is required for translocation of Man5GlcNac2-PP-Dol from the cytoplasmic side to the lumenal side of the ER membrane, mutation is suppressed by expression human p53 protein",-0.3424,-0.0382,-0.4014,,,
YBL021C,HAP3,"Subunit of the heme-activated, glucose-repressed Hap2p3p4p5p CCAAT-binding complex, a transcriptional activator and global regulator of respiratory gene expression, contains sequences contributing to both complex assembly and DNA binding",-0.8968,-1.1856,-0.5053,,,
YBL022C,PIM1,"Mitochondrial ATP-dependent protease involved in intramitochondrial proteolysis, involved in degradation of misfolded proteins in mitochondria, required for bigenesis and maintenance of mitochondria",-0.1083,-0.5100,-0.3402,,,
YBL023C,MCM2,"Protein involved in DNA replication, component of the Mcm2-7 hexameric complex that binds chromatin as a part of the pre-replicative complex",-0.2256,0.5083,-0.1474,,,
YBL024W,NCL1,"S-adenosyl-L-methionine-dependent tRNA: m5C-methyltransferase, methylates cytosine to m5C at several positions in tRNAs and intron-containing pre-tRNAs, similar to Nop2p and human proliferation associated nucleolar protein p120",-0.1972,0.3576,-0.0347,,,
YBL025W,RRN10,"subunit of UAF (upstream activation factor), involved in promoting high level transcription of rDNA, Upstream activation factor subunit",0.0372,-0.2884,0.1483,,,
YBL026W,LSM2,"Component of small nuclear ribonucleoprotein complexes involved in RNA processing, splicing, and decay",-0.3016,-0.5902,-0.2581,,,
YBL027W,RPL19B  RPL19A,"Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl19Bp and has similarity to rat L19 ribosomal protein, rpl19a and rpl19b single null mutations result in slow growth, while the double null mutation is lethal  Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl19Bp and has similarity to rat L19 ribosomal protein, rpl19a and rpl19b single null mutations result in slow growth, while the double null mutation is lethal",0.2493,-0.2230,0.2952,,,
YBL028C,---,Hypothetical protein,-0.0050,-0.3876,0.1343,,,
YBL029C-A,---,"Protein of unknown function, green fluorescent protein (GFP)-fusion protein localizes to the cell periphery, has potential orthologs in Saccharomyces species and in Yarrowia lipolytica",0.2101,0.0734,0.3483,,,
YBL029W,---,Hypothetical protein,0.3799,0.8124,0.3580,,,
YBL030C,PET9,"Major ADPATP carrier of the mitochondrial inner membrane, exchanges cytosolic ADP for mitochondrially synthesized ATP, required for viability in many common lab strains carrying a mutation in the polymorphic SAL1 gene",-0.1670,-0.1195,-0.2304,,,
YBL031W,SHE1,"Cytoskeletal protein of unknown function, overexpression causes growth arrest",-0.1129,-0.2798,-0.1037,,,
YBL032W,HEK2,"RNA binding protein with similarity to hnRNP-K that localizes to the cytoplasm and to subtelomeric DNA, required for the proper localization of ASH1 mRNA, involved in the regulation of telomere position effect and telomere length",-0.3251,-0.2942,-0.3971,,,
YBL033C,RIB1,"GTP cyclohydrolase II, catalyzes the first step of the riboflavin biosynthesis pathway",-0.1419,-0.8265,-0.3844,,,
YBL034C,STU1,"Component of the mitotic spindle that binds to interpolar microtubules via its association with beta-tubulin (Tub2p), required for interpolar microtubules to provide an outward force on the spindle poles",0.2516,0.4070,0.3980,,,
YBL035C,POL12,"B subunit of DNA polymerase alpha-primase complex, required for initiation of DNA replication during mitotic and premeiotic DNA synthesis, also functions in telomere capping and length regulation",0.1026,0.4178,0.2823,,,
YBL036C,---,"Single-domain racemase, possibly non-specific due to the lack of the second domain, which presumably determines specificity",-0.4883,-0.7474,-0.3126,,,
YBL037W,APL3,"Alpha-adaptin, large subunit of the clathrin associated protein complex (AP-2), involved in vesicle mediated transport",-0.7325,-1.1321,-0.9831,,,
YBL038W,MRPL16,Mitochondrial ribosomal protein of the large subunit,-0.6366,-1.1703,-0.4995,,,
YBL039C,URA7,"Major CTP synthase isozyme (see also URA8), catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP, forming CTP, the final step in de novo biosynthesis of pyrimidines, involved in phospholipid biosynthesis",-0.0479,0.7638,0.4670,,,
YBL039W-A,---,Identified by homology to <i>Ashbya gossypii<i>,1.4529,1.5821,1.5804,,,
YBL040C,ERD2,"Integral membrane protein that binds to the HDEL motif in proteins destined for retention in the endoplasmic reticulum, has a role in maintenance of normal levels of ER-resident proteins",0.0406,0.3696,0.2397,,,
YBL041W,PRE7,20S proteasome beta-type subunit,-0.0099,-0.4762,0.1539,,,
YBL042C,FUI1,"High affinity uridine permease, localized to the plasma membrane, not involved in uracil transport",-0.4710,0.0571,0.3490,,,
YBL043W,ECM13,Non-essential protein of unknown function,-0.2732,-0.4929,-0.8297,,,
YBL044W,---,Hypothetical protein,0.0497,-0.0048,0.1135,,,
YBL045C,COR1,"Core subunit of the ubiquinol-cytochrome c reductase complex (bc1 complex), which is a component of the mitochondrial inner membrane electron transport chain",-0.3681,-0.4648,-0.3936,,,
YBL046W,---,Hypothetical protein,-0.4314,-0.8802,-0.4362,,,
YBL047C,EDE1,"Key endocytic protein involved in a network of interactions with other endocytic proteins, binds membranes in a ubiquitin-dependent manner, may also bind ubiquitinated membrane-associated proteins",0.0309,0.0838,0.1279,,,
YBL049W,MOH1,"Protein of unknown function, has homology to kinase Snf7p, not required for growth on nonfermentable carbon sources, essential for viability in stationary phase",0.1060,0.4468,0.0695,,,
YBL050W,SEC17,"Peripheral membrane protein required for vesicular transport between ER and Golgi and for the priming step in homotypic vacuole fusion, part of the cis-SNARE complex, has similarity to alpha-SNAP",-0.3088,-0.8400,-0.2147,,,
YBL051C,PIN4,"Protein involved in G2M phase progression and response to DNA damage, interacts with Rad53p, contains an RNA recognition motif, a nuclear localization signal, and several SQTQ cluster domains, hyperphosphorylated in response to DNA damage",0.6562,0.1086,0.4075,,,
YBL052C,SAS3,"Histone acetyltransferase catalytic subunit of NuA3 complex that acetylates histone H3, involved in transcriptional silencing, homolog of the mammalian MOZ proto-oncogene, sas3 gcn5 double mutation confers lethality",0.0815,-0.2506,-0.1557,,,
YBL054W,---,Hypothetical protein,-0.0236,-0.3239,-0.4530,,,
YBL055C,---,Hypothetical protein,-0.4827,-0.3906,-0.5344,,,
YBL056W,PTC3,"Type 2C protein phosphatase, dephosphorylates Hog1p (see also Ptc2p) to limit maximal kinase activity induced by osmotic stress, dephosphorylates T169 phosphorylated Cdc28p (see also Ptc2p), role in DNA checkpoint inactivation",-0.2509,0.1552,-0.2818,,,
YBL057C,PTH2,"One of two (see also PTH1) mitochondrially-localized peptidyl-tRNA hydrolases, dispensable for cell growth",0.0481,-0.1051,0.1724,,,
YBL058W,SHP1,"UBX (ubiquitin regulatory X) domain-containing protein that regulates Glc7p phosphatase activity and interacts with Cdc48p, interacts with ubiquitylated proteins in vivo and is required for degradation of a ubiquitylated model substrate",-0.0029,-0.4558,0.1024,,,
YBL059C-A,---,Hypothetical protein,-1.2574,-1.5695,-0.7856,,,
YBL059W,---,Hypothetical protein,-0.8254,-1.3766,-0.2924,,,
YBL060W,---,Hypothetical protein,-0.2369,-0.6603,-0.3513,,,
YBL061C,SKT5,"Activator of Chs3p (chitin synthase III), recruits Chs3p to the bud neck via interaction with Bni4p, has similarity to Shc1p, which activates Chs3p during sporulation",-0.8141,-1.3342,-1.0228,,,
YBL063W,KIP1,"Kinesin-related motor protein required for mitotic spindle assembly and chromosome segregation, functionally redundant with Cin8p ",-0.3713,-0.4747,-0.1259,,,
